"id","name","type","tenantId","createdTime","customerId","customerName"
"fef1a940-a1ce-11ef-b170-c1d686e204b7","4827E2E8B1AC","Thermostat","b542d0f0-a1cc-11ef-b6f3-157ee3897da4","2024-11-13T14:53:08.436Z","13814000-1dd2-11b2-8080-808080808080",
